userId,movieId,rating
3,1148,5
3,1196,4
3,1198,3
3,1200,4
3,1201,4
3,1206,4
3,1208,4
3,1210,4
3,1213,5
3,1214,4
3,1217,5
3,1221,5
3,1222,4
3,1240,4
3,1252,5
3,1270,3.5
3,1274,4.5
3,1320,3.5
3,1356,4
3,1527,4.5
3,1584,4
3,1653,5
3,1676,3.5
3,1682,4
3,1732,4.5
3,1748,4.5
3,1882,2
3,1909,4
3,1960,4
3,2019,5
3,2021,4
3,2105,3
3,2329,5
3,2542,4.5
3,2571,4
3,2628,4
3,2641,3
3,2858,5
3,2938,4
3,2959,5
3,3091,4
3,3156,4.5
3,3285,3
3,3300,4.5
3,3301,4
3,3328,3.5
3,3408,3.5
3,3452,3
3,3471,4
3,3484,3
3,3527,4
3,3534,3
3,3535,4
3,3578,4.5
3,3646,2
3,3702,4.5
3,3730,4
3,3744,4
3,3745,3.5
3,3751,4
3,3753,3
3,3755,3
3,3785,3
3,3793,4
3,3798,3
3,3825,2
3,3827,2.5
3,3863,3
3,3879,3.5
3,3948,3
3,3968,3
3,3969,4
3,3977,2.5
3,3979,2.5
3,3980,4
3,3986,3.5
3,3988,3
3,3991,2
3,3993,4.5
3,3994,4
3,3996,4
3,3999,3
3,4011,4
3,4018,3
3,4019,4
3,4022,4
3,4023,4
3,4025,2.5
3,4027,4.5
3,4034,4
3,4069,3
3,4148,3.5
3,4167,3.5
3,4226,4
3,4232,3.5
3,4234,3.5
3,4246,3
3,4262,4.5
3,4306,4
3,4308,3
3,4340,2
3,4343,3
3,4344,4
3,4366,3.5
3,4367,3
3,4368,2
3,4369,4
3,4383,4
3,4388,3
3,4447,2.5
3,4448,4
3,4571,3
3,4643,4
3,4701,3
3,4718,2.5
3,4776,4
3,4816,3.5
3,4844,4
3,4866,4
3,4874,3.5
3,4886,4
3,4887,3
3,4901,4
3,4958,3.5
3,4963,4
3,4975,3.5
3,4979,4
3,4992,3.5
3,4993,4
3,4995,4
3,5004,4
3,5013,4
3,5014,4
3,5108,3.5
3,5218,4
3,5219,3.5
3,5225,4
3,5254,3
3,5266,3.5
3,5291,5
3,5293,3.5
3,5313,2.5
3,5349,4
3,5364,3.5
3,5377,3
3,5378,3.5
3,5388,3.5
3,5400,4
3,5418,5
3,5445,3.5
3,5449,2.5
3,5459,3.5
3,5479,3.5
3,5502,3
3,5507,3.5
3,5528,3.5
3,5574,4
3,5630,3
3,5669,3.5
3,5679,3
3,5782,4
3,5785,2
3,5810,3.5
3,5816,3.5
3,5853,3
3,5872,4
3,5900,3
3,5903,4
3,5944,3.5
3,5945,4
3,5952,4
3,5954,4.5
3,5956,4
3,5959,4
3,5989,4
3,5991,4
3,6016,4
3,6059,3.5
3,6155,3
3,6156,3
3,6213,3
3,6281,2.5
3,6283,4.5
3,6287,3
3,6323,4
3,6333,4
3,6365,4
3,6373,3
3,6377,4
3,6378,3
3,6383,4
3,6440,4
3,6482,2
3,6502,3
3,6534,3.5
3,6535,2
3,6537,3.5
3,6539,4
3,6541,3.5
3,6548,3
3,6550,3
3,6564,3.5
3,6586,3.5
3,6595,3
3,6708,4
3,6711,4
3,6754,4
3,6863,3
3,6870,4.5
3,6873,3.5
3,6874,4.5
3,6879,4
3,6934,4
3,6952,3.5
3,7090,4
3,7143,2.5
3,7147,4.5
3,7149,4
3,7153,4
3,7154,4
3,7163,3.5
3,7293,3
3,7325,2
3,7346,3
3,7347,4
3,7361,4.5
3,7373,4
3,7438,4
3,7439,3.5
3,7445,3.5
3,7454,3.5
3,7458,4
3,8360,3.5
3,8361,2.5
3,8368,4
3,8370,4
3,8371,4.5
3,8528,3
3,8529,3.5
3,8641,4
3,8644,4
3,8665,4
3,8666,3
3,8781,3.5
3,8783,4
3,8798,3.5
3,8810,3
3,8861,3.5
3,8865,4
3,8874,4
3,8958,4
3,8961,4
3,8965,4
3,8969,3
3,8983,4
3,8984,4
3,8985,3.5
3,27134,4.5
3,27660,4
3,27706,3.5
3,27728,5
3,27773,5
3,27793,3
3,27803,4
3,27808,3
3,30707,4
3,30793,3.5
3,30825,3.5
3,31184,4
3,31221,3
3,31685,3
3,31696,4
3,31804,4.5
3,31878,4
3,32587,4
3,33004,4
3,33166,4
3,33493,4
3,33615,4
3,33679,3
3,33794,4
3,34048,3
3,34150,3.5
3,34162,3
3,34319,3.5
3,34405,4
3,34437,4
3,35836,3
3,36519,4
3,36529,4
3,37386,4
3,37727,3
3,37729,4
3,37741,4.5
3,39435,3
3,40583,4
3,40815,4
3,40819,4
3,41566,4
3,41569,3
3,42738,4
3,43928,2.5
3,44022,4
3,44191,4
3,45186,3.5
3,45447,3.5
3,45499,4
3,45501,3
3,45517,4
3,45666,3
3,45672,3
3,45722,4
3,46335,3.5
3,46578,4
3,46965,3
3,46970,3.5
3,46972,3
3,47200,4
3,47610,4
3,48385,3.5
3,48394,4.5
3,48516,5
3,48738,4
3,48774,4
3,48780,4
3,49272,4
3,49274,4
3,49278,3.5
3,49530,3.5
3,49822,4
3,50068,4
3,50872,4
3,51255,4
3,51662,4
3,51935,4
3,52604,4
3,52722,3.5
3,52950,4.5
3,53121,3.5
3,53125,4
3,53129,4
3,53464,3.5
3,53972,4
3,53996,4
3,54001,4
3,54286,4
3,54503,3.5
3,54648,3
3,54997,4
3,55232,4
3,55765,4
3,55805,4
3,55820,5
3,56145,3
3,56156,3
3,56171,4.5
3,56174,3.5
3,56587,4
3,56782,4.5
3,56949,3
3,57368,2.5
3,57528,3
3,57640,4
3,57669,3
3,58025,3
3,58559,5
3,59315,4
3,59369,3
3,59501,3.5
3,59615,3
3,59784,4
3,59900,3
3,60040,3
3,60069,4
3,60072,3.5
3,60074,4
3,60126,3
3,60684,4.5
3,60756,3.5
3,60760,3
3,61132,3
3,61160,4
3,61248,2.5
3,61323,4
3,61350,3
3,62849,4
3,62999,3.5
3,63062,4
3,63072,4
3,63113,4
3,63859,4
3,63876,4
3,64030,3.5
3,64614,4
3,64839,3.5
3,64957,4
3,65514,4
3,65682,4
3,66097,4
3,67255,4.5
3,67923,3.5
3,68157,4
3,68319,4
3,68358,4
3,68554,4
3,68791,3.5
3,68793,3
3,68952,2.5
3,69122,4
3,69481,3.5
3,69526,4
3,69640,4
3,69844,3.5
3,70286,4
3,70293,4
3,70305,3
3,70336,3
3,71057,4.5
3,71156,4
3,71464,4
3,71530,3.5
3,71535,4
3,72011,4
3,72209,3
3,72378,2.5
3,72641,4
3,72701,3
3,72998,4
3,73017,3
3,73268,4
3,73321,4
3,73323,4
3,74458,4
3,74789,4
3,76077,2
3,76093,4
3,76251,4
3,77561,4
3,78469,3
3,78499,4
3,79091,4
3,79132,5
3,79224,2
3,79293,4
3,79695,3
3,80363,3
3,80463,4
3,81229,4
3,81537,3
3,81564,4
3,81591,5
3,81834,3.5
3,81845,4
3,82095,2
3,82202,3
3,82461,4
3,83349,3
3,83613,3.5
3,84152,4
3,84772,3.5
3,84954,4
3,85020,3
3,85056,3.5
3,85131,2.5
3,85261,3
3,85414,4
3,86332,4
3,86644,3.5
3,86880,4
3,86911,3.5
3,87232,4
3,87306,3.5
3,87430,3
3,87520,3
3,87876,3.5
3,88125,3.5
3,88140,3.5
3,88405,3
3,88744,4
3,89492,4
3,89745,4
3,89753,4
3,90249,3.5
3,90866,3.5
3,91500,3.5
3,91529,4
3,91542,4
3,91630,4
3,91658,4
3,91974,3.5
3,91976,3
3,93363,4
3,93805,3.5
3,94018,2.5
3,94677,3.5
3,94777,3.5
3,94864,4
3,95441,3.5
3,95510,4
3,95875,4
3,96079,3.5
3,96610,4
3,96691,3
3,96737,4
3,96861,3
3,97225,3.5
3,97306,4
3,97921,3.5
3,97923,3.5
3,98809,4
3,99112,3.5
3,99114,4
3,101864,4
3,102125,4
3,102407,4
3,102445,4
3,102686,3
3,102716,3.5
3,102880,3
3,102903,3.5
3,103075,3
3,103141,3.5
3,103228,3
3,103249,3.5
3,103253,4
3,103384,3.5
3,103772,3.5
3,103810,3.5
3,104241,3.5
3,104243,4.5
3,104841,4
3,105213,3
3,106002,4
3,106072,4
3,106100,4
3,106487,3
3,106489,3.5
3,106782,4.5
3,106920,4
3,107348,3.5
3,107406,4
3,108190,3.5
3,108932,4
3,108945,3
3,109374,4
3,109487,4
3,109578,3
3,110102,4
3,110407,3.5
3,110730,4
3,111113,2.5
3,111360,4
3,111362,4
3,111443,3.5
3,111659,4
3,111759,4
3,112138,3
3,112171,3.5
3,112370,3
3,112552,5
3,112556,5
3,112623,4
3,112852,4
3,113345,4
3,114180,3.5
3,114847,4
3,114935,4
3,115569,4
3,115617,4
3,115713,4.5
3,116797,4
3,116823,3.5
3,116897,4
3,117529,3
3,117533,4
3,120466,3.5
3,122882,3.5
3,122886,3
3,122892,3.5
3,122896,3.5
3,122900,4
3,122906,4
3,122912,3.5
3,122914,3.5
3,122918,4
3,122920,3.5
3,122922,4
3,122924,3.5
3,129354,3
3,130490,3.5
3,130634,3
3,132046,3
3,134130,4
3,134853,4
3,135133,3.5
3,135143,3.5
3,135536,3.5
3,135569,3.5
3,136020,3.5
3,136449,5
3,136469,4
3,136864,3.5
3,139385,4
3,139644,4
3,140956,3.5
3,142509,3.5
3,143385,4
3,148626,4
3,148855,4
3,149406,4
3,151763,4
3,158238,3
3,158966,3.5
3,159093,3.5
3,164179,4
3,166528,4
3,166635,3.5
3,168252,4
3,168612,4
3,171763,3.5
3,175197,3.5
3,176101,3.5
3,176371,4.5
3,179819,3.5
3,182823,3
3,187541,3.5
3,187593,4.5
4,1,3
4,260,3.5
4,296,4
4,541,4.5
4,589,4
4,780,2
4,924,4
4,1036,4
4,1080,3.5
4,1136,4.5
4,1196,4
4,1197,4.5
4,1198,4
4,1200,3.5
4,1201,3.5
4,1210,3
4,1214,2.5
4,1220,4
4,1265,4
4,1270,2.5
4,1278,4
4,1288,3.5
4,1291,4
4,1527,3.5
4,1580,4.5
4,1610,3.5
4,1732,4.5
4,1907,4
4,2019,4
4,2028,4.5
4,2115,3
4,2571,4.5
4,2716,4
4,2791,4
4,2918,3.5
4,2951,3.5
4,2985,4
4,2993,3.5
4,3033,3
4,3039,3.5
4,3114,3
4,3175,4
4,3624,2.5
4,3671,4
4,3681,3.5
4,3751,3.5
4,3793,1.5
4,3827,3
4,4308,3.5
4,4709,2
4,4816,4
4,4886,3.5
4,4963,4.5
4,4974,4
4,4993,4.5
4,5110,4.5
4,5219,2
4,5299,2.5
4,5418,3.5
4,5444,4
4,5618,5
4,5903,4
4,5952,4.5
4,6156,3
4,6377,3
4,6539,4
4,6550,3.5
4,6863,4
4,6874,4.5
4,6947,4
4,7143,3.5
4,7153,4
4,7324,3
4,7373,4
4,7438,3.5
4,7451,4
4,7569,3.5
4,8641,4
4,8665,3.5
4,8874,4
4,8914,4
4,8961,5
4,33794,3.5
4,34048,2.5
4,34405,3.5
4,38038,3.5
4,44191,2.5
4,44193,3
4,44665,5
4,45431,2
4,45517,2.5
4,45722,3.5
4,46948,2.5
4,46972,3.5
4,48780,5
4,48982,3
4,49272,3.5
4,49396,3.5
4,49649,1
4,50601,1.5
4,50872,4.5
4,51255,4.5
4,51935,2.5
4,53125,4.5
4,53956,4.5
4,54286,3.5
4,54881,3.5
4,57669,4.5
4,58559,4.5
4,59615,1.5
4,60069,4
4,61132,4
4,63859,1.5
4,68157,3.5
4,68954,4.5
4,69122,3.5
4,69526,1.5
4,70286,4.5
4,71057,5
4,71264,1
4,72226,4
4,72998,2.5
4,73017,3.5
4,74458,5
4,74530,0.5
4,76093,2
4,76175,1.5
4,77561,1
4,77866,2
4,78893,0.5
4,79091,3.5
4,79132,4.5
4,79185,2.5
4,79695,2
4,79702,4.5
4,81229,3
4,81564,3.5
4,81834,1
4,82461,2.5
4,83134,4.5
4,83613,0.5
4,85414,4
4,86332,2
4,86345,4
4,86880,1.5
4,87306,3
4,87430,1
4,87520,1
4,88125,1
4,88140,2.5
4,89745,2.5
4,90866,2.5
4,91485,2.5
4,91529,4.5
4,91542,3
4,91630,3.5
4,93363,2.5
4,93510,4
4,93838,4
4,93840,4.5
4,94864,0.5
4,96079,2.5
4,96110,1
4,96610,3.5
4,96737,4.5
4,97304,2
4,97913,3.5
4,98809,2.5
4,99112,3.5
4,99114,4
4,101864,3.5
4,102125,1.5
4,102445,3
4,103228,4
4,103249,2
4,103253,3
4,103341,3.5
4,103384,2
4,103772,2
4,104841,1
4,106002,1
4,106489,1.5
4,106916,3
4,107406,5
4,108932,3.5
4,108945,1.5
4,109374,4.5
4,109487,5
4,110102,3.5
4,111360,1.5
4,111759,4
4,111781,3.5
4,112138,4
4,112552,4.5
4,112852,3
4,115122,4
4,115149,4
4,115569,5
4,115617,3.5
4,115713,5
4,116823,2
4,119145,4.5
4,122882,5
4,122886,2
4,122904,3.5
4,122912,0.5
4,122914,3
4,122918,3
4,127098,4
4,134130,4
4,136020,3
4,138036,4.5
4,139385,5
4,139644,5
4,142115,4
4,148426,2
4,148626,4
4,152081,4.5
4,156706,3.5
4,159817,5
4,164179,5
4,166528,4
4,168248,4.5
4,168612,3.5
4,171011,5
4,171763,4.5
4,173145,2.5
4,174055,5
4,176101,3
4,176371,4.5
4,179401,3.5
4,179819,2.5
4,180989,3
4,182715,4.5
4,187541,3.5
4,187593,3.5
4,189333,4
4,195159,5
4,200818,5
4,200838,3
4,203375,4.5
4,203519,2.5
5,1,4
5,19,4
5,32,5
5,36,5
5,39,2
5,47,5
5,50,5
5,88,4
5,95,3
5,104,4
5,113,3
5,122,3
5,141,5
5,147,5
5,150,5
5,153,3
5,170,4
5,191,2
5,216,4
5,218,3
5,219,3
5,224,4
5,231,4
5,235,3
5,238,2
5,248,2
5,253,4
5,260,5
5,267,2
5,277,3
5,288,4
5,292,5
5,296,4
5,300,3
5,312,3
5,333,4
5,337,5
5,340,5
5,342,3
5,344,4
5,350,5
5,356,4
5,364,4
5,372,4
5,416,3
5,432,3
5,435,2
5,440,3
5,441,4
5,457,5
5,477,4
5,487,3
5,491,3
5,500,4
5,524,3
5,542,4
5,553,3
5,588,4
5,590,3
5,592,3
5,593,5
5,595,3
5,608,3
5,628,5
5,671,5
5,733,5
5,736,3
5,778,5
5,780,4
5,784,2
5,786,2
5,788,3
5,802,5
5,839,3
5,1016,3
5,1035,4
5,1042,4
5,1047,3
5,1061,5
5,1073,3
5,1093,3
5,1097,3
5,1120,4
5,1194,3
5,1196,5
5,1197,3
5,1210,5
5,1234,5
5,1235,4
5,1246,5
5,1265,4
5,1270,3
5,1271,4
5,1290,3
5,1291,4
5,1302,4
5,1344,3
5,1357,5
5,1380,4
5,1407,5
5,1409,4
6,161,2
6,260,5
6,318,5
6,527,5
6,593,4
6,608,5
6,858,5
6,902,4
6,912,4
6,913,4
6,919,5
6,924,4
6,1097,4
6,1183,2
6,1196,5
6,1198,5
6,1203,5
6,1213,5
6,1466,3
6,1704,5
6,1951,4
6,2028,3
6,2396,4
6,2421,3
6,2815,3
6,2858,5
7,10,3
7,17,4
7,28,4
7,58,5
7,150,4
7,153,3
7,165,3
7,185,3
7,232,4
7,265,4
7,288,3
7,296,4
7,306,5
7,307,4
7,308,4
7,329,3
7,344,2
7,410,3
7,457,3
7,527,5
7,588,4
7,590,3
7,592,3
7,593,4
7,595,4
8,1,4
8,3,4
8,6,3
8,7,1
8,10,4
8,11,3
8,16,4
8,18,4
8,21,3
8,25,3
8,27,3
8,32,3
8,39,3
8,47,5
8,50,4
8,62,4
8,69,5
8,95,4
8,103,2
8,104,5
8,110,5
8,112,5
8,125,3
8,145,5
8,150,2
8,161,5
8,163,4
8,165,5
8,180,4
8,198,5
8,201,1
8,207,2
8,209,4
8,223,2
8,225,2
8,237,4
8,253,4
8,260,3
8,290,4
8,292,5
8,296,5
8,316,2
8,318,1
8,325,3
8,333,5
8,344,5
8,356,5
8,358,4
8,364,4
8,377,5
8,380,5
8,428,4
8,440,4
8,442,3
8,454,5
8,457,5
8,474,4
8,480,3
8,490,4
8,494,3
8,511,4
8,524,4
8,551,2
8,553,2
8,575,4
8,588,5
8,589,4
8,590,3
8,593,4
8,594,2
8,595,2
8,608,4
8,628,4
8,648,5
8,708,2
8,725,3
8,733,4
8,750,4
8,780,2
8,785,4
8,786,5
8,799,4
8,805,3
8,875,4
8,903,4
8,904,4
8,923,3
8,924,5
8,953,4
8,1012,3
8,1020,4
8,1022,4
8,1029,3
8,1032,3
8,1036,4
8,1047,3
8,1049,2
8,1092,5
8,1101,3
8,1127,4
8,1129,2
8,1196,3
8,1198,3
8,1200,3
8,1203,4
8,1207,2
8,1210,3
8,1213,4
8,1214,4
8,1220,4
8,1222,3
8,1240,2
8,1242,5
8,1258,5
8,1259,4
8,1265,4
8,1270,4
8,1282,2
8,1283,3
8,1287,1
8,1358,4
8,1370,4
8,1385,5
8,1391,4
8,1393,4
8,1407,5
8,1409,3
8,1429,3
8,1438,4
8,1440,2
8,1479,3
8,1485,5
8,1527,4
8,1552,5
8,1573,5
8,1580,5
8,1584,4
8,1597,4
8,1600,3
8,1603,2
8,1614,3
8,1616,2
8,1617,5
8,1625,2
8,1645,4
8,1653,2
8,1672,4
8,1704,4
8,1717,3
8,1721,4
8,1722,3
8,1729,5
8,1747,4
8,1777,3
8,1783,3
9,2,5
9,10,5
9,34,3
9,39,3
9,61,4
9,105,4
9,116,5
9,150,4
9,158,4
9,161,5
9,165,4
9,168,5
9,225,5
9,256,5
9,260,4
9,273,3
9,276,4
9,277,5
9,280,4
9,317,4
9,329,5
9,350,5
9,355,5
9,356,5
9,361,4
9,362,5
9,366,3
9,370,2
9,374,3
9,378,4
9,380,5
9,387,3
9,410,3
9,419,4
9,420,4
9,432,3
9,434,5
9,435,3
9,442,3
9,445,4
9,454,4
9,455,4
9,464,4
9,466,2
9,474,4
9,500,5
9,516,3
9,519,5
9,520,3
9,539,5
9,540,4
9,541,4
9,585,3
9,586,5
9,587,5
9,588,5
9,589,3
9,590,4
9,592,4
9,593,5
9,594,5
9,596,4
9,597,5
9,611,1
9,616,5
9,667,5
9,805,5
9,818,3
9,852,4
9,858,3
9,914,5
9,919,5
9,920,5
9,924,3
9,934,4
9,938,4
9,943,4
9,952,4
9,953,4
9,954,4
9,968,3
9,969,3
9,971,3
9,1005,4
9,1007,4
9,1008,5
9,1010,4
9,1011,4
9,1012,4
9,1013,3
9,1014,4
9,1015,4
9,1017,3
9,1018,3
9,1019,4
9,1021,4
9,1023,3
9,1028,5
9,1029,3
9,1030,4
9,1031,5
9,1035,5
9,1036,4
9,1073,5
9,1079,3
9,1084,4
9,1088,5
9,1090,4
9,1092,4
9,1097,4
9,1100,3
9,1101,4
9,1124,4
9,1125,3
9,1126,4
9,1127,4
9,1129,4
9,1135,4
9,1194,3
9,1196,4
9,1197,3
9,1198,5
9,1200,3
9,1204,3
9,1208,4
9,1210,5
9,1214,4
9,1219,3
9,1221,2
9,1222,4
9,1225,3
9,1240,4
9,1246,4
9,1247,4
9,1250,5
9,1258,4
9,1259,4
9,1262,3
9,1265,3
9,1266,1
9,1270,4
9,1271,4
9,1290,3
9,1291,4
9,1298,4
9,1299,4
9,1302,3
9,1307,3
9,1321,3
9,1322,3
9,1326,3
9,1327,3
9,1328,3
9,1333,5
9,1343,4
9,1344,3
9,1345,4
9,1347,3
9,1350,3
9,1356,5
9,1367,5
9,1370,4
9,1371,5
9,1372,5
9,1373,5
9,1374,5
9,1375,5
9,1376,5
9,1378,1
9,1379,1
9,1380,5
9,1381,3
9,1385,4
9,1387,3
9,1388,3
9,1389,3
9,1394,1
9,5060,3
10,1,3.5
10,32,4
10,50,5
10,110,4
10,150,4
10,193,1
10,260,5
10,296,4.5
10,318,4.5
10,356,4.5
10,380,3.5
10,457,3.5
10,480,4
10,588,3
10,589,4
10,592,3
10,593,4.5
10,608,3.5
10,780,3
10,924,4.5
10,1186,3
10,1196,5
10,1210,5
10,1347,3
10,1717,2
10,1960,3.5
10,1962,3
10,2085,2
10,2094,1.5
10,2505,3.5
10,2572,3
10,2605,3.5
10,2707,3
10,2826,2
10,2915,3
10,2944,3
10,3361,3
10,3863,4
10,3868,4
10,3986,4
10,4361,3
10,5049,4
10,5508,3
10,5810,2.5
10,6383,2
10,6502,4.5
10,6953,3
10,7444,1
10,7566,4
10,8810,3.5
10,52767,4.5
10,53000,4
10,53953,3.5
11,277,2.5
11,372,4.5
11,527,4
11,593,4.5
11,1203,2.5
11,1207,3
11,2329,2.5
11,2581,3
11,2694,2.5
11,2858,2.5
11,2881,2.5
11,3146,2
11,4210,4
11,4745,3.5
11,4993,4
11,5296,3
11,5618,1
11,6535,2.5
11,7153,4
11,8910,2.5
11,33669,3
11,42723,3.5
11,48043,4
11,54272,4.5
12,1,4
12,2,2
12,3,2
12,7,3
12,10,3
12,16,5
12,18,4
12,20,1
12,21,2
12,22,3
12,25,3
12,27,2
12,29,4
12,31,2
12,32,2
12,36,4
12,39,4
12,45,2
12,47,4
12,48,2
12,50,5
12,54,2
12,62,3
12,68,3
12,88,2.5
12,97,4
12,101,4
12,140,3
12,141,4
12,145,2.5
12,150,2
12,160,2
12,163,4
12,165,4
12,168,3
12,175,3.5
12,176,5
12,185,2
12,186,2.5
12,203,2.5
12,209,4
12,215,4
12,222,3
12,223,4
12,231,2
12,235,4
12,236,3.5
12,238,3
12,249,4
12,252,2
12,253,3.5
12,256,1.5
12,257,3
12,260,5
12,261,3.5
12,265,4
12,268,4
12,292,2.5
12,293,4
12,296,5
12,313,3
12,316,3
12,317,2
12,318,4.5
12,319,4
12,329,3
12,337,4
12,342,4
12,343,1.5
12,344,2.5
12,351,3
12,356,4
12,364,3
12,367,2
12,368,2
12,374,1
12,376,3
12,377,4
12,380,2
12,410,2
12,413,3
12,415,2.5
12,433,1.5
12,435,2.5
12,440,4
12,441,3.5
12,442,2
12,450,3
12,457,4
12,466,3
12,471,4
12,477,4
12,478,1.5
12,480,4
12,489,1.5
12,497,3
12,500,4
12,505,2
12,508,3.5
12,514,3
12,515,4
12,516,2
12,518,2
12,520,4
12,524,3
12,527,5
12,528,2
12,531,3
12,532,2.5
12,538,4
12,539,2.5
12,543,3
12,546,1
12,551,4
12,555,4
12,562,3.5
12,575,2
12,585,0.5
12,586,3
12,588,4
12,592,5
12,593,4
12,594,3.5
12,603,1
12,605,3
12,608,5
12,613,3
12,627,4.5
12,648,2
12,663,4
12,708,2
12,719,2
12,724,2
12,728,2.5
12,736,3
12,745,4
12,750,4
12,765,2
12,778,5
12,780,4
12,784,2
12,805,4
12,832,2
12,838,4
12,851,4
12,852,1
12,858,4
12,880,1
12,898,4.5
12,908,4.5
12,910,4
12,911,5
12,912,4.5
12,914,3
12,919,4
12,923,5
12,926,4.5
12,928,4
12,932,4
12,1013,3
12,1015,3.5
12,1020,1.5
12,1025,4
12,1027,3
12,1034,4
12,1035,3
12,1036,4
12,1041,5
12,1042,2.5
12,1043,2.5
12,1047,4
12,1057,4
12,1059,4
12,1060,4.5
12,1079,4.5
12,1080,3
12,1088,4
12,1089,4
12,1091,3.5
12,1097,5
12,1100,2.5
12,1120,3
12,1126,1.5
12,1127,4
12,1135,4.5
12,1136,4.5
12,1148,5
12,1175,4.5
12,1183,3.5
12,1188,4
12,1194,3
12,1196,5
12,1197,4
12,1200,3.5
12,1207,4.5
12,1208,3.5
12,1210,4
12,1212,3.5
12,1213,5
12,1214,4
12,1215,5
12,1219,5
12,1220,4
12,1221,4
12,1222,4
12,1223,4
12,1225,4
12,1230,3.5
12,1231,3
12,1235,4.5
12,1242,4
12,1243,5
12,1244,4.5
12,1246,4
12,1249,3.5
